epiweek,location_name,location,state,hosp-value,hosp-weekly_rate,body_temperature,braun_thermoscan,break_a_fever,bronchitis,cold_and_flu,cold_or_flu,cold_versus_flu,do_i_have_the_flu,duration_of_flu,ear_thermometer,early_flu_symptoms,fever_cough,fever_reducer,fevers,flu,flu_and_pregnancy,flu_complications,flu_contagious,flu_contagious_period,flu_cough,flu_duration,flu_fever,flu_headache,flu_in_children,flu_incubation,flu_medicine,flu_or_cold,flu_remedies,flu_report,flu_test,flu_treatment,flu_treatments,flu_versus_cold,high_fever,how_long_contagious,how_long_does_flu_last,how_long_does_the_flu_last,how_long_does_the_flu_last_,how_long_is_flu_contagious,how_long_is_the_flu_contagious,how_to_get_rid_of_the_flu,how_to_reduce_a_fever,how_to_treat_flu,how_to_treat_the_flu,human_temperature,i_have_the_flu,incubation_period_for_flu,incubation_period_for_the_flu,influenza,influenza_a,influenza_a_and_b,influenza_incubation_period,influenza_symptoms,influenza_type_a,is_flu_contagious,is_the_flu_contagious,low_body,medicine_for_flu,medicine_for_the_flu,normal_body,normal_body_temperature,oscillococcinum,over_the_counter_flu_medicine,pneumonia,reduce_fever,signs_of_flu,signs_of_the_flu,sinus,sinus_infections,symptoms_of_bronchitis,symptoms_of_flu,symptoms_of_pneumonia,symptoms_of_the_flu,taking_temperature,the_flu,the_flu_virus,thermoscan,treating_the_flu,treatment_for_flu,tussin,tussionex,type_a_influenza,upper_respiratory,walking_pneumonia,weather_march,what_to_do_if_you_have_the_flu,issue,lag,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,wili,ili,season
202214,Oklahoma,40,OK,121,3.02404289,27,0,0,24,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,50,0,0,0,0,0,0,9,0,0,0,0,0,0,0,34,0,0,0,202339,77,317,9972,22,,,,,,,3.1789,3.1789,2021/2022
202215,Oklahoma,40,OK,106,2.64916154,22,0,0,25,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,50,0,0,0,0,0,0,9,0,0,0,0,0,0,0,45,0,0,0,202339,76,578,19346,20,,,,,,,2.9877,2.9877,2021/2022
202216,Oklahoma,40,OK,80,1.9993672,30,0,0,32,0,0,0,0,0,0,0,0,0,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,0,0,0,29,0,0,0,54,0,0,0,0,0,0,8,0,0,0,0,59,0,0,39,0,0,0,202339,75,176,18398,23,,,,,,,0.956626,0.956626,2021/2022
202217,Oklahoma,40,OK,48,1.19962032,28,0,0,30,28,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,56,0,0,0,0,0,0,5,0,0,0,0,0,0,0,39,0,0,0,202339,74,478,20346,23,,,,,,,2.34936,2.34936,2021/2022
202218,Oklahoma,40,OK,37,0.92470733,25,0,0,29,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,52,0,0,0,202339,73,227,9849,23,,,,,,,2.3048,2.3048,2021/2022
202219,Oklahoma,40,OK,51,1.27459659,34,0,0,38,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,31,12,0,0,202339,72,476,21326,22,,,,,,,2.23202,2.23202,2021/2022
202220,Oklahoma,40,OK,32,0.79974688,18,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,44,0,0,0,0,0,0,5,0,0,0,0,0,0,0,33,0,0,0,202339,71,354,21051,20,,,,,,,1.68163,1.68163,2021/2022
202221,Oklahoma,40,OK,39,0.97469151,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,49,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,202339,70,99,17339,17,,,,,,,0.570967,0.570967,offseason
202222,Oklahoma,40,OK,36,0.89971524,21,0,0,31,0,0,0,0,0,0,0,0,0,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,52,0,0,0,0,52,0,3,0,0,0,0,0,0,0,0,0,0,0,202339,69,74,17038,18,,,,,,,0.434323,0.434323,offseason
202223,Oklahoma,40,OK,27,0.67478643,24,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202339,68,58,9313,20,,,,,,,0.622785,0.622785,offseason
202224,Oklahoma,40,OK,28,0.69977852,26,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,54,0,0,0,202339,67,205,10993,23,,,,,,,1.86482,1.86482,offseason
202225,Oklahoma,40,OK,28,0.69977852,25,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,41,0,0,0,202339,66,491,34990,33,,,,,,,1.40326,1.40326,offseason
202226,Oklahoma,40,OK,26,0.64979434,19,0,0,19,0,0,0,0,0,0,0,0,0,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,53,0,0,0,202339,65,196,17381,33,,,,,,,1.12767,1.12767,offseason
202227,Oklahoma,40,OK,27,0.67478643,32,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,53,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,202339,64,189,18252,34,,,,,,,1.0355,1.0355,offseason
202228,Oklahoma,40,OK,24,0.59981016,23,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,39,0,0,0,202339,63,122,16880,31,,,,,,,0.722749,0.722749,offseason
202229,Oklahoma,40,OK,6,0.14995254,21,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,49,0,0,0,202339,62,128,15820,29,,,,,,,0.809102,0.809102,offseason
202230,Oklahoma,40,OK,7,0.17494463,28,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,55,0,0,0,202339,61,80,15663,30,,,,,,,0.510758,0.510758,offseason
202231,Oklahoma,40,OK,22,0.54982598,32,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,202339,60,108,16546,34,,,,,,,0.652726,0.652726,offseason
202232,Oklahoma,40,OK,11,0.27491299,23,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,42,0,0,0,0,0,0,2,0,0,0,0,0,0,100,0,0,0,0,202339,59,105,16639,34,,,,,,,0.631048,0.631048,offseason
202233,Oklahoma,40,OK,6,0.14995254,32,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,50,0,0,0,0,0,0,2,0,83,0,0,0,0,0,47,0,0,0,202339,58,162,20284,29,,,,,,,0.798659,0.798659,offseason
202234,Oklahoma,40,OK,8,0.19993672,33,0,0,21,30,0,0,0,0,0,0,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,53,0,0,0,0,0,0,2,0,0,0,0,0,0,0,35,0,0,0,202339,57,97,17065,30,,,,,,,0.568415,0.568415,offseason
202235,Oklahoma,40,OK,7,0.17494463,33,0,0,29,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,202339,56,131,17301,30,,,,,,,0.757182,0.757182,offseason
202236,Oklahoma,40,OK,11,0.27491299,18,0,0,36,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,58,0,0,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,0,202339,55,137,16602,33,,,,,,,0.825202,0.825202,offseason
202237,Oklahoma,40,OK,13,0.32489717,23,0,0,26,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,42,0,0,29,0,0,0,51,0,0,0,0,0,0,4,0,0,0,0,0,0,0,43,0,0,0,202339,54,129,16858,33,,,,,,,0.765215,0.765215,offseason
202238,Oklahoma,40,OK,6,0.14995254,33,0,0,33,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,23,0,0,0,46,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,0,0,0,202339,53,111,17160,32,,,,,,,0.646853,0.646853,offseason
202239,Oklahoma,40,OK,8,0.19993672,25,0,0,32,22,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,0,0,0,29,0,0,0,56,0,0,0,0,0,0,5,0,0,0,0,0,0,0,48,0,0,0,202339,52,295,16890,33,,,,,,,1.7466,1.7466,offseason
202240,Oklahoma,40,OK,7,0.17494463,25,0,0,33,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,56,0,0,0,0,0,0,7,0,0,0,0,0,0,0,55,0,0,0,202439,103,284,17401,32,,,,,,,1.63209,1.63209,2022/2023
202241,Oklahoma,40,OK,15,0.37488135,25,0,0,34,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,51,0,0,0,0,0,0,9,0,0,0,0,0,0,0,66,0,0,0,202439,102,299,18142,34,,,,,,,1.64811,1.64811,2022/2023
202242,Oklahoma,40,OK,30,0.7497627,26,0,0,61,24,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0,37,0,0,0,65,0,0,0,0,0,0,9,0,0,0,0,0,0,0,56,0,0,0,202439,101,321,17316,30,,,,,,,1.85378,1.85378,2022/2023
202243,Oklahoma,40,OK,59,1.47453331,24,0,0,46,29,0,0,0,0,0,0,0,0,89,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,57,0,0,0,0,0,0,12,0,0,0,0,0,0,0,56,0,0,0,202439,100,428,17529,29,,,,,,,2.44167,2.44167,2022/2023
202244,Oklahoma,40,OK,49,1.22461241,20,0,0,48,45,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,60,0,0,0,0,0,0,12,0,0,0,0,0,0,0,48,0,0,0,202439,99,564,18201,30,,,,,,,3.09873,3.09873,2022/2023
202245,Oklahoma,40,OK,79,1.97437511,38,0,0,38,37,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,51,0,0,0,0,0,0,14,0,78,0,72,0,0,0,55,12,0,0,202439,98,580,18048,31,,,,,,,3.21365,3.21365,2022/2023
202246,Oklahoma,40,OK,157,3.923758131,34,0,0,54,63,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,49,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,93,0,0,0,0,0,0,0,0,0,0,41,0,0,0,72,0,0,29,0,0,0,24,0,0,0,0,0,0,0,46,18,0,0,202439,97,931,18237,31,,,,,,,5.10501,5.10501,2022/2023
202247,Oklahoma,40,OK,365,9.122112851,31,0,86,76,91,0,0,0,0,0,0,0,0,0,36,0,0,55,0,0,0,0,0,0,0,51,0,0,0,31,0,0,0,68,0,0,76,76,0,0,0,0,0,0,0,0,0,0,22,29,0,0,0,0,0,0,0,0,0,0,55,22,0,50,0,0,0,72,0,84,38,0,0,0,36,0,0,0,0,0,0,0,70,0,0,0,202439,96,1315,19734,33,,,,,,,6.66363,6.66363,2022/2023
202248,Oklahoma,40,OK,809,20.21860081,26,0,0,74,56,0,0,0,0,0,0,0,0,66,45,0,0,62,0,0,0,0,0,0,0,65,0,0,0,55,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,55,61,0,0,0,0,0,68,0,0,0,17,0,29,0,58,0,0,0,85,0,0,61,0,62,0,49,0,0,0,0,0,0,0,60,13,0,0,202439,95,1662,20569,32,,,,,,,8.08012,8.08012,2022/2023
202249,Oklahoma,40,OK,868,21.69313412,42,0,72,71,60,0,0,0,0,0,0,0,0,0,48,0,0,68,0,0,0,0,0,0,0,30,0,0,0,54,0,0,0,62,0,90,92,92,0,0,0,0,0,0,0,0,0,0,45,69,0,0,0,0,0,72,0,0,0,20,0,32,0,51,0,0,0,74,0,0,47,0,79,0,51,0,0,0,0,0,0,0,66,0,0,0,202439,94,1953,21171,32,,,,,,,9.22488,9.22488,2022/2023
202250,Oklahoma,40,OK,788,19.69376692,37,0,0,73,94,0,0,0,0,0,0,0,0,76,47,0,0,60,0,0,0,0,0,0,0,55,0,0,0,41,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,53,44,0,0,0,0,0,0,0,0,0,0,0,28,0,55,0,0,0,76,60,0,66,94,49,0,45,0,0,0,0,0,0,0,54,25,0,0,202439,93,1646,19912,33,,,,,,,8.26637,8.26637,2022/2023
202251,Oklahoma,40,OK,689,17.21955001,28,0,0,68,56,0,0,0,0,0,0,0,0,77,38,0,0,87,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,81,0,96,60,60,0,0,0,0,0,0,0,0,0,0,30,36,0,0,0,0,0,0,0,0,0,20,0,50,0,50,0,0,0,84,0,0,0,0,0,0,37,0,0,0,0,0,0,0,47,0,0,0,202439,92,1232,16647,30,,,,,,,7.40073,7.40073,2022/2023
202252,Oklahoma,40,OK,716,17.89433644,20,0,0,68,62,0,0,0,0,0,0,0,0,0,27,0,0,54,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,47,0,0,0,0,100,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,89,0,0,0,0,0,0,20,0,47,0,0,0,92,0,0,0,0,0,0,30,0,0,0,0,0,0,0,62,16,0,0,202439,91,1297,22534,29,,,,,,,5.75575,5.75575,2022/2023
202301,Oklahoma,40,OK,505,12.62100545,26,0,0,66,60,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,40,0,0,0,0,0,0,0,0,0,0,0,15,0,43,0,0,0,77,0,0,49,78,0,0,17,0,0,0,0,0,0,0,46,0,0,0,202439,90,823,18358,32,,,,,,,4.48306,4.48306,2022/2023
202302,Oklahoma,40,OK,274,6.847832661,39,0,0,34,29,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,61,0,0,0,0,0,0,11,0,0,100,0,0,0,0,46,13,0,0,202439,89,635,17742,33,,,,,,,3.57908,3.57908,2022/2023
202303,Oklahoma,40,OK,169,4.223663211,29,0,0,53,50,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,60,0,0,0,0,0,0,9,0,0,0,0,0,0,0,48,15,0,0,202439,88,500,14167,33,,,,,,,3.52933,3.52933,2022/2023
202304,Oklahoma,40,OK,94,2.34925646,30,0,0,37,22,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,65,0,0,0,0,0,0,7,0,0,0,0,0,0,0,42,0,0,0,202439,87,448,7852,34,,,,,,,5.70555,5.70555,2022/2023
202305,Oklahoma,40,OK,86,2.14931974,22,0,0,46,39,0,0,0,0,100,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,66,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,70,0,202439,86,361,15467,33,,,,,,,2.334,2.334,2022/2023
202306,Oklahoma,40,OK,54,1.34957286,30,0,0,47,32,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,68,0,0,0,56,0,0,4,0,0,0,0,0,0,0,45,0,0,0,202439,85,350,17438,33,,,,,,,2.00711,2.00711,2022/2023
202307,Oklahoma,40,OK,45,1.12464405,29,0,0,41,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,66,0,0,0,0,0,0,5,0,0,0,0,0,0,0,63,0,44,0,202439,84,376,17546,33,,,,,,,2.14294,2.14294,2022/2023
202308,Oklahoma,40,OK,33,0.82473897,41,0,0,42,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,100,0,0,62,0,0,0,0,0,0,5,0,0,0,0,0,0,0,48,0,54,0,202439,83,322,17685,35,,,,,,,1.82075,1.82075,2022/2023
202309,Oklahoma,40,OK,32,0.79974688,32,0,0,49,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,67,0,0,0,0,0,0,4,0,0,0,0,0,0,0,50,0,100,0,202439,82,408,17368,35,,,,,,,2.34915,2.34915,2022/2023
202310,Oklahoma,40,OK,19,0.47484971,33,0,0,41,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,0,0,0,36,0,0,0,73,0,0,0,0,0,0,5,0,0,0,0,0,0,0,44,0,46,0,202439,81,369,17284,35,,,,,,,2.13492,2.13492,2022/2023
202311,Oklahoma,40,OK,29,0.72477061,22,0,0,38,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,71,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,24,0,0,202439,80,350,16866,35,,,,,,,2.07518,2.07518,2022/2023
202312,Oklahoma,40,OK,23,0.57481807,20,0,0,46,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,62,0,0,0,0,0,0,3,0,0,0,0,0,0,0,44,0,0,0,202439,79,399,16784,34,,,,,,,2.37726,2.37726,2022/2023
202313,Oklahoma,40,OK,20,0.4998418,14,0,0,48,0,0,0,0,100,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,58,0,0,0,0,0,0,3,0,0,0,0,0,0,0,30,0,0,0,202439,78,387,17850,35,,,,,,,2.16807,2.16807,2022/2023
202314,Oklahoma,40,OK,23,0.57481807,19,0,0,32,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,52,0,0,0,0,0,0,2,0,0,0,76,0,0,0,29,0,0,0,202439,77,373,17563,35,,,,,,,2.12378,2.12378,2022/2023
202315,Oklahoma,40,OK,19,0.47484971,25,0,0,39,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32,0,0,0,202439,76,367,18753,35,,,,,,,1.95702,1.95702,2022/2023
202316,Oklahoma,40,OK,15,0.37488135,19,0,0,42,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,0,0,0,41,0,0,0,202439,75,281,17191,34,,,,,,,1.63458,1.63458,2022/2023
202317,Oklahoma,40,OK,21,0.52483389,19,0,0,32,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,55,0,0,0,202439,74,253,17112,35,,,,,,,1.47849,1.47849,2022/2023
202318,Oklahoma,40,OK,10,0.2499209,25,0,0,32,0,0,0,75,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28,0,0,0,48,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,202439,73,228,16159,34,,,,,,,1.41098,1.41098,2022/2023
